user_id,state,city,country,total_transactions,total_spent,avg_order_value,total_sessions,converted_sessions,avg_session_duration_sec,total_products_viewed,conversion_rate,engagement_score,predicted_future_value,total_clv,customer_segment
user_001361,MN,North Anne,LU,10,11701.17,1170.12,14,3,1720.7857142857142,47,21.43,5.79,3387.5,15088.67,High Value
user_001546,IA,Melissatown,IS,3,3515.52,1171.84,10,0,1026.0,40,0.0,3.08,1804.63,5320.15,Medium Value
user_001736,PW,East Melissa,KG,7,8087.1,1155.3,11,2,1920.8181818181818,42,18.18,4.38,2530.11,10617.21,Medium Value
user_001936,NM,Torrestown,PG,8,8844.02,1105.5,14,5,1579.2142857142858,43,35.71,6.79,3753.17,12597.19,High Value
user_001052,AS,Markshire,VC,2,1406.31,703.16,7,2,1955.857142857143,17,28.57,3.13,1100.45,2506.76,Medium Value
user_001440,IN,Williamfurt,MH,4,1545.73,386.43,17,4,2100.0,56,23.53,7.21,1393.08,2938.81,High Value
user_001591,DE,Garnerstad,CN,9,10102.67,1122.52,16,5,1680.375,73,31.25,7.45,4181.39,14284.06,High Value
user_001774,RI,New Jessicahaven,MY,10,9416.34,941.63,10,3,1533.7,41,30.0,4.58,2156.33,11572.67,Medium Value
user_001777,ID,Sarashire,ER,9,10258.16,1139.8,12,6,1438.1666666666667,52,50.0,6.7,3818.33,14076.49,High Value
user_001876,PW,Matthewberg,MY,4,3962.4,990.6,13,1,1812.8461538461538,42,7.69,4.48,2218.94,6181.34,Medium Value
user_001917,PW,Port Jason,YE,9,10595.17,1177.24,7,1,1628.7142857142858,29,14.29,2.66,1565.73,12160.9,Medium Value
user_001036,MA,Ramirezville,HU,6,5706.27,951.05,9,0,1789.111111111111,29,0.0,2.76,1312.45,7018.72,Medium Value
user_001108,WY,Heatherville,KR,6,8297.44,1382.91,8,2,2427.25,31,25.0,3.46,2392.43,10689.87,Medium Value
user_001739,NC,Jamiemouth,ZA,8,6604.85,825.61,7,3,1850.142857142857,25,42.86,3.65,1506.74,8111.59,Medium Value
user_001214,PR,Anthonyborough,PG,4,4456.58,1114.15,9,1,1495.3333333333333,31,11.11,3.26,1816.06,6272.64,Medium Value
user_001296,AK,Bettytown,LA,10,9262.02,926.2,10,4,2275.2,32,40.0,5.06,2343.29,11605.31,High Value
user_001324,NM,East Abigail,AE,6,6682.5,1113.75,13,4,1841.076923076923,46,30.77,5.99,3335.68,10018.18,High Value
user_001574,MP,New Victoria,TO,5,3203.9,640.78,10,3,1657.5,44,30.0,4.59,1470.59,4674.49,Medium Value
user_001855,CA,Lake Virginia,TJ,2,3880.52,1940.26,8,1,1638.875,31,12.5,2.96,2871.58,6752.1,Medium Value
user_001192,GU,Aprilton,IN,6,6721.03,1120.17,13,2,1339.3076923076924,42,15.38,4.98,2789.22,9510.25,Medium Value
user_001653,AZ,East Robinstad,MK,6,8167.72,1361.29,10,2,1734.1,30,20.0,4.06,2763.42,10931.14,Medium Value
user_001792,AR,Cookfort,RO,5,9536.46,1907.29,8,0,1869.25,26,0.0,2.45,2336.43,11872.89,Medium Value
user_001897,NY,South Tammymouth,AO,7,7299.16,1042.74,8,2,1832.5,27,25.0,3.45,1798.73,9097.89,Medium Value
user_001912,MD,Port John,RO,6,6657.2,1109.53,9,1,1279.111111111111,23,11.11,3.25,1802.99,8460.19,Medium Value
user_001068,GU,New Annette,NE,3,4064.03,1354.68,4,0,2308.25,16,0.0,1.23,833.13,4897.16,Medium Value
user_001877,PA,Greenview,IN,6,7064.82,1177.47,9,1,2140.4444444444443,26,11.11,3.25,1913.39,8978.21,Medium Value
user_001034,OH,Flemingville,BJ,6,3479.68,579.95,10,2,1654.5,37,20.0,4.07,1180.2,4659.88,Medium Value
user_001078,WI,Justinfort,LV,1,674.86,674.86,7,1,1921.7142857142858,16,14.29,2.63,887.44,1562.3,Medium Value
user_001123,MO,Lopezburgh,KR,3,1920.95,640.32,12,2,1960.5,40,16.67,4.68,1498.35,3419.3,Medium Value
user_001320,FM,East Emilyshire,SI,3,3224.32,1074.77,12,1,1640.75,43,8.33,4.19,2251.64,5475.96,Medium Value
user_001493,MT,East Mark,AG,4,5546.47,1386.62,12,3,1651.6666666666667,34,25.0,5.17,3584.41,9130.88,High Value
user_001934,NH,North Joshuashire,CR,2,1624.02,812.01,9,1,1567.111111111111,25,11.11,3.25,1319.52,2943.54,Medium Value
user_001069,CA,Lawrencemouth,SV,2,1869.41,934.71,7,1,2495.4285714285716,26,14.29,2.65,1238.49,3107.9,Medium Value
user_001073,IN,Port Douglasshire,ID,7,8308.05,1186.86,11,3,1737.909090909091,52,27.27,4.9,2907.81,11215.86,Medium Value
user_001401,NV,Kimberlyborough,JP,8,8616.58,1077.07,9,4,1660.3333333333333,34,44.44,4.77,2568.81,11185.39,Medium Value
user_001515,MO,Sloanfurt,LA,6,7431.5,1238.58,9,3,2573.0,33,33.33,4.27,2644.37,10075.87,Medium Value
user_001533,UT,Lake Larryborough,MU,4,3936.93,984.23,13,2,1594.1538461538462,50,15.38,5.0,2460.58,6397.51,Medium Value
user_001631,GU,North Justinfort,HU,8,6311.33,788.92,13,4,1543.1538461538462,40,30.77,5.98,2358.87,8670.2,High Value
user_001772,KY,West Michaelbury,PA,5,5226.66,1045.33,9,2,1844.4444444444443,29,22.22,3.76,1965.22,7191.88,Medium Value
user_001539,KY,Crystalmouth,LU,5,4446.97,889.39,7,3,1529.4285714285713,25,42.86,3.65,1623.14,6070.11,Medium Value
user_001566,MO,Wilsonport,IE,4,4978.52,1244.63,9,3,2393.0,29,33.33,4.26,2651.06,7629.58,Medium Value
user_001838,WI,Rachelburgh,PG,13,13403.51,1031.04,17,5,1439.764705882353,51,29.41,7.7,3969.5,17373.01,High Value
user_001925,AK,Port Miguel,HR,2,2431.85,1215.93,7,1,1963.7142857142858,19,14.29,2.64,1605.03,4036.88,Medium Value
user_002033,MH,Sanchezfort,GM,8,10703.2,1337.9,7,2,1629.2857142857142,19,28.57,3.14,2100.5,12803.7,Medium Value
user_001093,MT,Port Pamelafurt,CO,8,8480.12,1060.02,9,3,1416.2222222222222,37,33.33,4.27,2263.14,10743.26,Medium Value
user_001129,VA,Lake Kevin,GW,5,3440.88,688.18,5,3,2076.6,17,60.0,3.03,1042.59,4483.47,Medium Value
user_001184,WY,North James,JM,4,5929.86,1482.47,15,2,1857.6,45,13.33,5.59,4143.5,10073.36,High Value
user_001569,IA,Taraburgh,SB,4,2206.19,551.55,13,4,1462.076923076923,46,30.77,5.99,1651.89,3858.08,High Value
user_001589,WI,Molinaview,PS,5,3737.29,747.46,13,3,1691.923076923077,37,23.08,5.47,2044.3,5781.59,High Value
user_001708,ID,East Danielle,LR,2,2555.49,1277.75,10,1,2078.3,34,10.0,3.57,2280.78,4836.27,Medium Value
user_001839,PW,South Kevinberg,DE,1,360.37,360.37,12,0,1877.0,49,0.0,3.7,666.68,1027.05,Medium Value
user_001996,VA,West Jamesberg,CI,3,1643.93,547.98,17,2,1586.7058823529412,43,11.76,6.19,1696.0,3339.93,High Value
user_001035,FL,East Randyside,TT,11,12218.79,1110.8,12,2,1462.5833333333333,52,16.67,4.7,2610.38,14829.17,Medium Value
user_001303,SC,South Deborah,KI,4,5699.87,1424.97,8,2,2197.875,31,25.0,3.46,2465.2,8165.07,Medium Value
user_001454,MH,Timothymouth,NO,7,5525.11,789.3,17,5,2062.176470588235,55,29.41,7.71,3042.75,8567.86,High Value
user_001504,VT,Brownport,MC,10,9193.13,919.31,5,2,1660.0,17,40.0,2.53,1162.93,10356.06,Medium Value
user_001624,IL,East Stacey,JM,7,7410.46,1058.64,8,3,2263.625,31,37.5,3.96,2096.11,9506.57,Medium Value
user_001683,PR,North Cody,JO,6,3773.22,628.87,11,4,1455.6363636363637,36,36.36,5.37,1688.52,5461.74,High Value
user_001881,IA,Port Miguelton,LR,4,7265.99,1816.5,13,1,1944.5384615384614,46,7.69,4.49,4078.04,11344.03,Medium Value
user_001028,CT,Hoffmanport,SC,6,6478.35,1079.73,13,3,1680.3076923076924,39,23.08,5.48,2958.46,9436.81,High Value
user_001298,MP,Douglaschester,MD,7,9788.1,1398.3,6,2,1881.5,13,33.33,2.83,1978.59,11766.69,Medium Value
user_001506,LA,New Laurafort,AZ,5,3204.11,640.82,10,2,1943.0,38,20.0,4.08,1307.27,4511.38,Medium Value
user_001545,AZ,South Feliciastad,ST,4,5116.57,1279.14,14,1,1787.642857142857,49,7.14,4.8,3069.94,8186.51,Medium Value
user_001880,NY,North Tina,NR,7,7355.24,1050.75,12,3,2208.9166666666665,43,25.0,5.19,2726.7,10081.94,High Value
user_001970,ME,Johnsonborough,PK,5,5217.71,1043.54,12,2,1780.9166666666667,47,16.67,4.69,2447.1,7664.81,Medium Value
user_002047,DC,Rodneymouth,KM,4,3755.32,938.83,10,1,1706.9,43,10.0,3.59,1685.2,5440.52,Medium Value
user_001250,MP,Elizabethfurt,TO,7,6301.95,900.28,13,3,1920.0,34,23.08,5.47,2462.27,8764.22,High Value
user_001606,MD,South Keith,GA,3,2335.42,778.47,10,2,1757.6,31,20.0,4.06,1580.29,3915.71,Medium Value
user_001783,IA,Shieldston,GM,3,4744.39,1581.46,8,1,1558.375,34,12.5,2.97,2348.47,7092.86,Medium Value
user_001789,SD,West Sergio,MR,2,3828.11,1914.06,9,2,2102.777777777778,32,22.22,3.76,3598.43,7426.54,Medium Value
user_001821,PR,South Sarah,CO,2,1449.31,724.66,10,1,1789.6,40,10.0,3.58,1297.14,2746.45,Medium Value
user_001911,MN,West Peter,RS,2,2515.64,1257.82,13,1,1974.076923076923,32,7.69,4.46,2804.94,5320.58,Medium Value
user_001120,PA,East Michael,DE,8,11258.99,1407.37,10,3,1727.7,28,30.0,4.56,3208.8,14467.79,Medium Value
user_001158,NE,Lake Jason,AR,6,4514.59,752.43,10,2,1829.6,36,20.0,4.07,1531.2,6045.79,Medium Value
user_001311,HI,Margaretberg,UZ,3,4499.02,1499.67,13,2,1684.3076923076924,45,15.38,4.99,3741.68,8240.7,Medium Value
user_001430,NC,Port Joshua,JO,5,4632.32,926.46,12,2,2142.75,44,16.67,4.69,2172.55,6804.87,Medium Value
user_001495,IL,Thomasborough,US,3,3365.64,1121.88,13,3,1536.3076923076924,41,23.08,5.48,3073.95,6439.59,High Value
user_001599,KY,East Juliatown,FJ,3,5281.9,1760.63,7,1,1676.0,31,14.29,2.66,2341.64,7623.54,Medium Value
user_001645,AZ,East Gregorymouth,TW,8,7643.61,955.45,11,4,1490.4545454545455,43,36.36,5.39,2574.94,10218.55,High Value
user_001816,PW,New Johnton,LY,8,6581.37,822.67,14,6,1891.5714285714287,54,42.86,7.31,3006.86,9588.23,High Value
user_001869,FL,New Kimberly,HN,3,2952.24,984.08,9,0,2064.8888888888887,26,0.0,2.75,1353.11,4305.35,Medium Value
user_001978,CT,Lanestad,MX,5,5902.52,1180.5,5,2,1990.6,18,40.0,2.54,1499.24,7401.76,Medium Value
user_002024,DE,Clarkstad,AE,8,9294.64,1161.83,9,2,1981.2222222222222,36,22.22,3.77,2190.05,11484.69,Medium Value
user_001277,LA,West Stacy,ZA,6,6084.33,1014.06,10,2,2321.7,31,20.0,4.06,2058.54,8142.87,Medium Value
user_001550,WA,Kellyland,GB,4,3366.52,841.63,16,2,1478.625,53,12.5,5.91,2487.02,5853.54,High Value
user_001672,WY,East Karenborough,NO,5,4291.47,858.29,13,0,2591.6923076923076,53,0.0,4.01,1720.87,6012.34,Medium Value
user_001812,IL,Port Hectormouth,DK,6,6111.63,1018.61,14,5,1762.357142857143,50,35.71,6.8,3463.27,9574.9,High Value
user_001815,AS,Mahoneyberg,BG,4,4303.1,1075.78,13,3,2040.6923076923076,47,23.08,5.49,2953.02,7256.12,High Value
user_001968,IA,East Susanshire,MN,3,4353.55,1451.18,4,0,2094.75,11,0.0,1.22,885.22,5238.77,Medium Value
user_001143,GU,Williamsbury,CO,3,2777.79,925.93,6,0,1361.3333333333333,20,0.0,1.84,851.86,3629.65,Medium Value
user_001404,WA,Grayville,GD,4,1969.86,492.46,10,2,1383.3,34,20.0,4.07,1002.16,2972.02,Medium Value
user_001551,NJ,Meganberg,LV,9,5493.32,610.37,21,5,1724.1904761904761,67,23.81,8.93,2725.3,8218.62,High Value
user_001648,DC,East Jay,ST,5,6199.67,1239.93,19,2,1913.421052631579,69,10.53,6.84,4240.56,10440.23,High Value
user_001745,NM,Garrettbury,TO,6,6123.24,1020.54,12,4,1453.0833333333333,40,33.33,5.68,2898.33,9021.57,High Value
user_001796,NY,South Robert,PE,5,3809.0,761.8,7,3,1937.0,25,42.86,3.65,1390.28,5199.28,Medium Value
user_001890,AS,Davisville,JP,1,744.46,744.46,11,1,2344.909090909091,43,9.09,3.89,1447.97,2192.43,Medium Value
user_001921,ID,Port Nicholasside,HU,7,6298.98,899.85,12,5,1598.3333333333333,44,41.67,6.19,2785.04,9084.02,High Value
user_001425,LA,Shepardmouth,IT,5,6032.58,1206.52,6,2,2299.3333333333335,13,33.33,2.83,1707.23,7739.81,Medium Value
user_001844,TN,East Nathan,RO,6,8170.27,1361.71,9,2,1511.111111111111,28,22.22,3.76,2560.01,10730.28,Medium Value
user_001879,AS,Jamesview,ID,3,1896.4,632.13,12,1,1755.5833333333333,41,8.33,4.18,1321.15,3217.55,Medium Value
user_001982,NE,East Jefferyborough,MX,1,2044.57,2044.57,5,0,1316.8,18,0.0,1.54,1574.32,3618.89,Medium Value
user_001984,SD,Andreamouth,VA,3,4237.29,1412.43,4,0,2394.5,17,0.0,1.23,868.64,5105.93,Medium Value
user_002003,ID,New Samantha,CF,5,5491.22,1098.24,15,3,2059.866666666667,55,20.0,6.11,3355.12,8846.34,High Value
user_001253,MD,Chasestad,RS,2,2274.21,1137.11,14,1,1546.0,42,7.14,4.78,2717.69,4991.9,Medium Value
user_001378,NH,Robertfort,PK,5,5582.62,1116.52,10,1,1730.9,32,10.0,3.56,1987.41,7570.03,Medium Value
user_001389,WI,South Aaronhaven,RS,5,3537.0,707.4,9,2,1741.7777777777778,34,22.22,3.77,1333.45,4870.45,Medium Value
user_001411,UT,North Rachelland,BG,4,3441.36,860.34,8,0,1533.875,31,0.0,2.46,1058.22,4499.58,Medium Value
user_001729,IL,Jessicahaven,MY,8,8131.72,1016.47,12,3,1570.1666666666667,47,25.0,5.19,2637.74,10769.46,High Value
user_001902,CO,Port Chadburgh,MC,3,2619.05,873.02,13,1,1547.1538461538462,46,7.69,4.49,1959.93,4578.98,Medium Value
user_001160,NM,Lake Jayberg,SG,8,11220.22,1402.53,8,3,1843.875,31,37.5,3.96,2777.01,13997.23,Medium Value
user_001555,AR,Higginston,BW,2,1294.91,647.46,11,1,1356.0,39,9.09,3.88,1256.07,2550.98,Medium Value
user_001937,TX,Petershire,CG,3,5428.95,1809.65,6,0,2078.5,15,0.0,1.83,1655.83,7084.78,Medium Value
user_001432,DC,West Robertfurt,MA,5,5309.8,1061.96,10,3,2215.0,37,30.0,4.57,2426.58,7736.38,Medium Value
user_001457,WI,North Shelly,PL,3,2648.12,882.71,8,1,2128.25,19,12.5,2.94,1297.58,3945.7,Medium Value
user_001547,GU,Jacobfort,PL,3,1617.57,539.19,10,3,1533.5,31,30.0,4.56,1229.35,2846.92,Medium Value
user_002028,MP,Clinefort,SC,7,7657.0,1093.86,10,2,2406.9,38,20.0,4.08,2231.47,9888.47,Medium Value
user_001024,AZ,Taylorfort,ES,8,7663.35,957.92,12,4,2124.8333333333335,36,33.33,5.67,2715.7,10379.05,High Value
user_001261,PA,South Brandy,VU,5,5673.29,1134.66,13,3,1992.1538461538462,41,23.08,5.48,3108.97,8782.26,High Value
user_001654,MT,Port Sarah,SN,6,5153.33,858.89,6,4,2423.8333333333335,24,66.67,3.85,1653.36,6806.69,Medium Value
user_001858,UT,New Jessehaven,BW,5,3836.38,767.28,9,1,1780.3333333333333,35,11.11,3.27,1254.5,5090.88,Medium Value
user_001560,GA,Lake Jason,GQ,6,6135.91,1022.65,6,2,1746.8333333333333,20,33.33,2.84,1452.16,7588.07,Medium Value
user_001598,FL,New Heatherport,TD,8,7213.92,901.74,13,3,1499.6923076923076,46,23.08,5.49,2475.28,9689.2,High Value
user_001627,MT,Lake Scottberg,KR,4,6860.84,1715.21,12,1,1131.3333333333333,37,8.33,4.17,3576.21,10437.05,Medium Value
user_001775,IA,Marvintown,OM,7,7599.36,1085.62,10,2,1553.6,29,20.0,4.06,2203.81,9803.17,Medium Value
user_001901,NE,Pierceton,TT,6,6070.02,1011.67,7,1,1642.857142857143,26,14.29,2.65,1340.46,7410.48,Medium Value
user_001920,CA,North Kathryn,BG,2,2486.51,1243.26,5,1,1353.6,14,20.0,2.03,1261.91,3748.42,Medium Value
user_001957,CO,Hardyshire,PK,9,8654.66,961.63,16,5,1898.5,44,31.25,7.39,3553.22,12207.88,High Value
user_001354,MT,West Paulport,TH,10,13454.68,1345.47,7,3,829.8571428571429,36,42.86,3.67,2468.94,15923.62,Medium Value
user_001989,ID,Valenzuelashire,TT,9,13326.85,1480.76,12,3,2346.5,47,25.0,5.19,3842.57,17169.42,High Value
user_002026,VA,Perezstad,UY,5,9018.05,1803.61,11,1,1546.090909090909,31,9.09,3.86,3480.97,12499.02,Medium Value
user_001373,MN,Robertchester,SC,5,5926.43,1185.29,14,1,1537.357142857143,47,7.14,4.79,2838.77,8765.2,Medium Value
user_001581,AR,New Robert,PY,2,1792.87,896.44,8,1,2042.875,20,12.5,2.94,1317.77,3110.64,Medium Value
user_001841,PW,West Dakota,DZ,9,7904.01,878.22,7,4,1989.0,27,57.14,4.15,1822.31,9726.32,Medium Value
user_002008,LA,Levyberg,PL,2,1869.12,934.56,7,0,2107.8571428571427,22,0.0,2.14,999.98,2869.1,Medium Value
user_001112,ME,Jacksonview,ET,6,7965.28,1327.55,14,5,2183.5,60,35.71,6.82,4526.95,12492.23,High Value
user_001118,MT,Albertland,MC,6,5749.21,958.2,16,4,1697.875,58,25.0,6.92,3315.37,9064.58,High Value
user_001134,VA,Harveyberg,MA,10,15187.61,1518.76,12,5,2059.6666666666665,51,41.67,6.2,4708.16,19895.77,High Value
user_001223,AR,Mortontown,PH,3,2429.74,809.91,9,1,1896.888888888889,28,11.11,3.26,1320.15,3749.89,Medium Value
user_001371,FL,Mccormickside,BH,5,3895.74,779.15,9,1,1801.7777777777778,27,11.11,3.25,1266.12,5161.86,Medium Value
user_001458,GU,East Andrea,PE,4,4913.82,1228.46,8,2,2733.125,38,25.0,3.48,2137.52,7051.34,Medium Value
user_001625,NE,New Tina,TL,12,16287.78,1357.31,11,4,1756.909090909091,31,36.36,5.36,3637.59,19925.37,High Value
user_001677,AZ,Mariahaven,NG,6,4541.29,756.88,12,4,2210.8333333333335,39,33.33,5.68,2149.54,6690.83,High Value
user_001788,IA,Harrisborough,AO,6,5327.18,887.86,11,5,1510.090909090909,41,45.45,5.88,2610.31,7937.49,High Value
user_001803,OH,North Michelle,SD,4,2951.14,737.79,13,1,1763.7692307692307,55,7.69,4.51,1663.72,4614.86,Medium Value
user_001806,MH,New Annashire,KW,4,4729.79,1182.45,12,3,2224.0833333333335,41,25.0,5.18,3062.55,7792.34,High Value
user_001962,ND,New Craig,MT,10,10794.71,1079.47,13,5,1916.6153846153845,43,38.46,6.49,3502.88,14297.59,High Value
user_001999,FM,East Nicole,LK,5,9365.5,1873.1,12,0,1745.4166666666667,43,0.0,3.69,3455.87,12821.37,Medium Value
user_002019,NH,Gonzalezstad,MT,7,5849.55,835.65,14,3,1539.642857142857,40,21.43,5.78,2415.03,8264.58,High Value
user_002043,MT,Davidton,ML,6,7115.47,1185.91,10,2,2211.8,34,20.0,4.07,2413.33,9528.8,Medium Value
user_001045,IN,Knighttown,LU,6,5703.64,950.61,13,2,1652.0,41,15.38,4.98,2367.02,8070.66,Medium Value
user_001695,AK,New Josephchester,LS,4,5964.08,1491.02,7,1,1436.857142857143,32,14.29,2.66,1983.06,7947.14,Medium Value
user_001790,AS,Port Matthew,LY,8,8802.63,1100.33,9,2,2105.222222222222,27,22.22,3.75,2063.12,10865.75,Medium Value
user_001128,WY,West Johntown,DO,5,3535.84,707.17,9,2,1137.111111111111,38,22.22,3.78,1336.55,4872.39,Medium Value
user_001310,NE,Wilsonside,BJ,3,1916.14,638.71,7,1,2324.285714285714,16,14.29,2.63,839.9,2756.04,Medium Value
user_001365,OH,South Ianland,CF,7,6007.58,858.23,9,4,1580.3333333333333,29,44.44,4.76,2042.59,8050.17,Medium Value
user_001427,UT,Lake Shari,GH,6,6894.46,1149.08,6,3,1885.3333333333333,22,50.0,3.34,1918.96,8813.42,Medium Value
user_001659,VI,North Anna,IN,3,1973.9,657.97,8,1,1777.125,22,12.5,2.94,967.22,2941.12,Medium Value
user_001666,PR,Port Erin,UZ,6,9257.64,1542.94,8,2,2168.75,23,25.0,3.45,2661.57,11919.21,Medium Value
user_001755,MO,North Aaronhaven,BY,8,5750.99,718.87,14,4,929.9285714285714,45,28.57,6.29,2260.85,8011.84,High Value
user_001952,MO,North Jacobburgh,UA,1,274.82,274.82,11,0,1629.1818181818182,23,0.0,3.35,460.32,735.14,Medium Value
user_002015,GU,Bethland,BR,5,5288.6,1057.72,10,2,1497.2,36,20.0,4.07,2152.46,7441.06,Medium Value
user_001032,AZ,Laurashire,TM,6,7673.34,1278.89,8,1,1382.5,29,12.5,2.96,1892.76,9566.1,Medium Value
user_001208,GA,Sandrabury,KW,4,5870.14,1467.53,8,0,1345.25,28,0.0,2.46,1805.06,7675.2,Medium Value
user_001321,KY,Lake Vanessafort,MW,5,4457.88,891.58,4,2,1260.75,13,50.0,2.23,994.11,5451.99,Medium Value
user_001529,VT,Zacharyfort,IQ,4,4373.5,1093.38,7,2,2375.0,19,28.57,3.14,1716.61,6090.11,Medium Value
user_001670,VT,Port Andrewshire,MW,7,8122.59,1160.37,13,4,1857.6153846153845,35,30.77,5.97,3463.7,11586.29,High Value
user_001907,FL,Lake Allisonton,IR,7,8667.79,1238.26,4,0,2617.75,12,0.0,1.22,755.34,9423.13,Medium Value
user_002036,AK,Emilytown,GW,6,8284.75,1380.79,11,2,1778.6363636363637,34,18.18,4.37,3017.03,11301.78,Medium Value
user_001075,MO,Lake Sally,VA,1,2287.31,2287.31,6,1,1284.3333333333333,25,16.67,2.35,2687.59,4974.9,Medium Value
user_001258,KY,South Melaniechester,AL,7,5814.39,830.63,8,4,1639.5,45,50.0,4.49,1864.76,7679.15,Medium Value
user_001634,MI,Lake Martinchester,BT,5,4907.89,981.58,12,2,2552.3333333333335,48,16.67,4.7,2306.71,7214.6,Medium Value
user_001993,ND,Coxport,BN,5,5778.53,1155.71,6,1,1775.1666666666667,21,16.67,2.34,1352.18,7130.71,Medium Value
user_002012,OK,Port Sarah,ET,5,7513.46,1502.69,9,1,1876.888888888889,35,11.11,3.27,2456.9,9970.36,Medium Value
user_001084,IL,Annchester,UA,7,6870.86,981.55,8,1,2174.25,36,12.5,2.97,1457.6,8328.46,Medium Value
user_001281,NV,North George,GT,4,3049.91,762.48,7,1,1040.2857142857142,31,14.29,2.66,1014.1,4064.01,Medium Value
user_001749,OR,South Jonathanland,LY,8,8163.75,1020.47,13,5,1805.3846153846155,45,38.46,6.49,3311.43,11475.18,High Value
user_001842,OH,Susanmouth,GY,6,7596.57,1266.1,8,2,1211.375,18,25.0,3.44,2177.69,9774.26,Medium Value
user_002000,SC,Woodsland,HN,6,6694.67,1115.78,14,2,1569.7142857142858,33,14.29,5.27,2940.08,9634.75,High Value
user_001608,IL,New Victoria,ZW,3,1355.32,451.77,7,2,1475.5714285714287,27,28.57,3.15,711.54,2066.86,Medium Value
user_001618,TX,Phillipsshire,NI,8,10185.08,1273.14,8,3,1737.5,28,37.5,3.96,2520.82,12705.9,Medium Value
user_001238,NV,Loweryfurt,AU,6,8863.11,1477.19,8,3,1760.75,33,37.5,3.97,2932.22,11795.33,Medium Value
user_001656,VT,New Melissa,DK,9,7218.92,802.1,17,5,1565.0,62,29.41,7.72,3096.11,10315.03,High Value
user_001148,OR,South Kelliland,BW,6,9426.27,1571.05,10,1,2115.3,42,10.0,3.58,2812.18,12238.45,Medium Value
user_001352,NV,Port Roberttown,LK,3,2866.8,955.6,5,1,1346.0,11,20.0,2.02,965.16,3831.96,Medium Value
user_001557,PR,Lake Joannaton,IR,2,2001.9,1000.95,9,1,1152.888888888889,27,11.11,3.25,1626.54,3628.44,Medium Value
user_001573,VA,Wadechester,AM,3,3661.84,1220.61,11,2,1508.4545454545455,40,18.18,4.38,2673.14,6334.98,Medium Value
user_001814,ND,North Elizabeth,CU,5,6315.53,1263.11,14,2,1723.2142857142858,43,14.29,5.29,3340.93,9656.46,High Value
user_001865,MO,Port Markchester,KR,3,3618.52,1206.17,5,0,1739.4,21,0.0,1.54,928.75,4547.27,Medium Value
user_001263,WV,Gabrielaview,HU,6,7196.79,1199.47,9,3,1300.111111111111,32,33.33,4.26,2554.87,9751.66,Medium Value
user_001308,AK,Hillshire,GW,2,2028.17,1014.09,10,1,2140.4,38,10.0,3.58,1815.22,3843.39,Medium Value
user_001709,AZ,New Anthony,HU,1,357.84,357.84,6,1,1901.8333333333333,27,16.67,2.35,420.46,778.3,Medium Value
user_001850,CO,Debbietown,AU,4,5669.02,1417.26,10,1,1650.1,43,10.0,3.59,2543.98,8213.0,Medium Value
user_001892,NE,Davidton,BO,3,3479.03,1159.68,11,3,1894.0,36,27.27,4.87,2823.82,6302.85,Medium Value
user_001899,WA,Lake Johnfort,BG,6,4704.44,784.07,10,3,1350.6,34,30.0,4.57,1791.6,6496.04,Medium Value
user_001456,MA,North Jonathanborough,SM,10,8276.32,827.63,14,1,1842.142857142857,61,7.14,4.82,1994.59,10270.91,Medium Value
user_001685,DC,East Tammyfurt,UZ,2,2634.76,1317.38,12,2,2127.8333333333335,36,16.67,4.67,3076.08,5710.84,Medium Value
user_001754,WV,Victorburgh,BO,6,6171.86,1028.64,10,1,1773.3,29,10.0,3.56,1830.98,8002.84,Medium Value
user_001833,NJ,Jillbury,UG,6,7571.23,1261.87,7,1,1390.857142857143,30,14.29,2.66,1678.29,9249.52,Medium Value
user_002025,MA,New Robertport,CD,5,4051.34,810.27,7,2,2074.714285714286,25,28.57,3.15,1276.18,5327.52,Medium Value
user_001283,LA,Kirkside,CU,11,13113.13,1192.1,11,2,1137.5454545454545,36,18.18,4.37,2604.74,15717.87,Medium Value
user_001667,VI,West Michael,CH,3,3480.69,1160.23,6,2,2188.3333333333335,21,33.33,2.84,1647.53,5128.22,Medium Value
user_001715,MP,Lake Dianafort,KE,5,8618.93,1723.79,4,2,2395.5,12,50.0,2.22,1913.41,10532.34,Medium Value
user_001785,WV,Port Brian,TR,7,8119.52,1159.93,11,3,2341.4545454545455,42,27.27,4.88,2830.23,10949.75,Medium Value
user_001791,WV,South Anthony,PT,3,2353.75,784.58,13,1,2049.769230769231,65,7.69,4.53,1777.07,4130.82,Medium Value
user_001428,HI,Lake Markchester,MC,2,1045.92,522.96,11,1,1876.8181818181818,33,9.09,3.87,1011.93,2057.85,Medium Value
user_001572,MO,New Tanyaburgh,RO,3,5170.56,1723.52,6,1,1152.6666666666667,25,16.67,2.35,2025.14,7195.7,Medium Value
user_001862,NJ,Aprilside,PA,11,8226.36,747.85,14,6,1968.142857142857,43,42.86,7.29,2725.91,10952.27,High Value
user_001946,MH,North Heidi,IE,3,2485.64,828.55,10,2,2111.8,26,20.0,4.05,1677.81,4163.45,Medium Value
user_001173,CO,Kathrynville,NO,5,5163.0,1032.6,11,2,1736.2727272727273,59,18.18,4.42,2282.05,7445.05,Medium Value
user_001357,IN,Sandraborough,KH,4,5953.05,1488.26,6,1,1647.8333333333333,21,16.67,2.34,1741.26,7694.31,Medium Value
